x,y,z,labels
1.1523098,14.001423,8.641451,12
3.4092212,12.583482,9.044309,4
2.2615318,13.7542715,9.957171,16
0.7281797,11.253101,9.065861,14
1.0529848,12.134901,8.384101,18
1.5402462,11.499338,10.094349,-1
0.07649854,11.967204,8.194818,-1
1.0352914,12.961063,8.152928,-1
2.9984372,12.033811,10.512393,7
1.0926077,12.915218,7.9995174,-1
2.3492324,11.303382,9.475976,3
1.6944778,12.72311,9.678069,8
2.5982838,11.712376,8.149508,3
2.428159,12.638342,8.474668,-1
0.88141733,12.565016,9.815322,-1
2.0392442,10.463768,11.530176,2
1.2012198,12.493358,8.606789,-1
2.2311351,10.564428,11.381866,2
1.4819994,12.169061,10.070773,-1
2.4361644,12.558731,10.5812,-1
2.7021751,13.370195,8.45525,9
2.6565826,12.272872,9.765756,6
1.5552022,11.522057,10.110217,-1
0.13889617,11.786187,8.993788,20
0.5897656,12.417698,9.358031,-1
2.155329,12.225896,11.150408,7
2.2679124,13.956555,8.865242,15
0.0018300333,12.593577,8.381492,19
3.1462555,11.937345,9.304445,-1
1.2872578,11.805468,8.460348,-1
1.7752655,12.927819,9.693832,8
4.046975,12.250394,10.046563,0
1.8191408,12.464514,9.511602,-1
2.851312,12.764055,9.491935,-1
2.4344745,11.612986,11.000432,-1
2.128445,13.757844,9.986538,16
1.417261,13.2203455,8.392573,-1
1.105617,12.086376,8.015099,18
0.92889595,11.941533,9.472402,11
2.1398773,10.467604,11.596332,2
1.9661804,10.394132,11.501553,2
2.9434698,12.06111,10.881964,-1
2.9355993,13.663726,8.70615,9
3.1323833,10.997081,8.418883,1
0.6536575,13.35751,8.970654,-1
0.88331,11.926666,8.026586,18
0.2831045,11.8366995,9.082713,-1
2.752666,12.21818,9.810248,6
2.755629,11.228932,8.725662,-1
2.675618,13.662305,8.651098,9
2.5131922,11.414112,9.523569,3
0.9291649,12.290894,8.57876,-1
2.0824475,12.553188,9.668003,-1
3.0723984,11.056057,8.407588,1
2.4080112,11.613369,10.910763,-1
0.99648315,12.206214,9.468386,11
1.4765733,12.96544,7.9081235,-1
0.5228452,12.41509,9.778611,-1
1.529619,11.209762,9.2672615,-1
1.09784,11.288772,8.068146,10
2.3374913,13.412147,8.54815,-1
2.07724,11.341067,10.025883,-1
0.6347071,12.604442,10.007988,-1
1.1276839,13.964916,8.61226,12
2.1197994,12.31957,11.2637615,7
2.3237154,10.763675,11.178033,2
1.9974971,13.8345175,9.973869,16
1.7784156,13.46137,8.507046,-1
2.8799796,12.190598,10.858713,7
2.175181,13.857602,9.736207,16
0.28074947,12.703892,9.448448,-1
1.0071906,13.47372,8.09329,-1
0.90379983,12.300484,8.226039,18
1.0079135,12.245128,10.391621,-1
1.018131,12.274078,10.382689,-1
2.0423765,13.850324,9.940019,16
2.4290168,12.377633,8.700362,-1
2.330619,13.964486,9.167408,15
1.97924,12.704206,9.806016,8
1.1136044,11.226423,9.003607,-1
1.9466708,12.965961,9.49359,8
1.3837143,12.059867,10.063957,-1
2.8945107,12.4967785,10.886428,7
3.0495377,11.856784,9.529376,-1
0.06856983,12.755004,8.64732,19
2.3123097,14.011452,9.617294,16
1.5290875,12.550496,7.836175,-1
2.355664,11.835906,11.241649,7
2.3089993,12.56116,10.983185,7
1.0320191,11.305042,8.029444,10
3.5022392,12.497286,9.073554,4
2.203538,10.449032,11.659815,2
0.024961626,11.530491,8.945338,20
-0.20782949,12.35607,8.510766,19
0.25618607,11.890181,8.508461,-1
2.291177,13.741074,9.641506,16
2.0349605,10.449278,11.549131,2
1.8161304,13.643183,8.270056,-1
0.035959452,11.503748,8.966773,20
-0.15818502,12.303062,8.498397,19
0.9117246,13.137485,9.525518,5
2.000878,10.761365,10.964715,2
0.6288183,13.78981,8.7147255,13
1.4011098,13.462412,8.28041,22
2.073036,12.622224,9.763745,-1
1.3337108,13.045578,10.467252,-1
3.094761,11.876465,9.319253,-1
2.2057712,12.1549015,11.216138,7
2.0641398,11.0381365,9.040531,-1
1.2806966,11.754744,9.232626,11
2.9510212,14.145572,8.843075,9
2.9920638,14.084557,8.891987,9
2.945955,11.715484,10.715382,7
1.8965847,10.860698,9.387,-1
2.7109013,11.853715,8.996627,-1
1.4841655,12.357622,9.308317,-1
2.3974302,13.177418,9.836766,-1
1.2776636,12.39954,8.123327,18
4.197979,12.349986,10.140794,0
0.1916393,12.73319,9.789071,-1
0.2298602,12.752223,9.795271,-1
3.128423,12.238882,9.377407,4
2.6984472,13.412397,8.420982,9
2.9027567,13.195629,8.692075,-1
0.6173776,13.581778,8.8025055,13
2.4985814,12.350911,11.137981,7
2.3207974,11.713217,11.347523,7
2.3607018,11.776377,11.302391,7
1.4383229,12.477347,9.912872,-1
3.4678373,11.685167,10.751045,-1
0.19446886,12.723536,9.790416,-1
1.4722749,13.596946,8.045401,22
1.1128249,12.277564,8.057842,18
1.1938484,13.021702,9.196391,-1
2.9622574,13.954903,9.183509,9
-0.06461807,12.827874,8.636524,19
2.9056756,11.875129,9.794412,-1
1.167098,11.3261795,9.499407,-1
0.8945001,11.705783,8.031001,-1
2.949654,14.105995,8.866958,9
2.9697402,14.099856,8.891483,9
1.3674244,11.138719,9.114516,-1
2.986362,14.112997,8.906961,9
2.9892418,14.09026,8.898345,9
2.1525738,14.094221,8.7742195,15
-0.1225493,12.386601,8.428995,19
1.8501468,13.663954,8.97018,-1
1.9630634,11.713343,11.136055,-1
1.5054781,12.187538,8.792323,-1
1.7565393,12.238126,8.584469,-1
2.878145,11.5118685,10.534506,-1
1.2019663,13.046515,9.146398,-1
-0.01767424,11.7243595,9.329281,20
0.5290226,12.248222,8.932962,-1
2.359557,13.336135,8.865426,-1
1.9431657,12.082742,11.014999,7
2.760452,11.614758,8.289983,3
2.3471727,11.702406,10.142783,-1
1.0986862,12.195475,8.274426,18
2.1374347,10.626006,11.368824,2
2.4768572,11.330977,9.561931,3
0.88883257,13.193114,9.347781,5
2.991746,12.518052,10.791571,7
-0.080874205,12.620908,9.328195,-1
-0.107019596,12.311898,8.547354,19
2.4584029,10.917174,11.131956,2
2.7889616,13.422429,9.205633,-1
2.5996745,12.420651,9.216899,-1
-0.08952317,11.680581,9.348853,20
1.4838754,13.439598,9.128125,-1
1.2999232,12.613279,8.117454,-1
-0.09102507,12.406331,8.418706,19
2.2368379,12.014031,8.528395,3
2.7296572,11.645679,8.304421,3
1.2586187,11.640543,8.033099,-1
2.9977374,12.22077,10.449316,7
2.4173129,13.773297,9.434497,16
0.938491,11.968332,7.9991975,18
1.8438205,13.196387,9.683203,8
1.0012239,12.817318,10.195485,-1
1.6473222,11.220013,9.375089,-1
1.6443987,11.240395,9.383741,-1
2.2159984,11.627497,8.576067,3
2.261956,11.557561,10.318935,-1
0.09149614,12.604695,8.36389,19
0.017016115,12.583287,8.387628,19
2.9848738,13.542162,8.536976,9
4.192786,12.398711,10.160503,0
0.54313767,13.546415,8.7501,13
2.7780244,12.343878,10.886868,7
0.48922503,12.631478,8.532582,-1
0.96251893,13.23571,7.714828,21
1.9975657,10.436214,11.5021305,2
0.3744743,12.380735,9.009348,-1
1.9992342,10.439918,11.505077,2
2.395595,12.995543,8.313033,-1
2.447909,10.867026,10.621094,-1
1.3881892,13.365587,8.001305,22
2.4939911,13.87917,9.29375,15
0.6884049,12.543933,8.739644,-1
1.5504857,13.605336,8.178576,-1
2.0885854,11.284431,9.872461,-1
2.3703368,11.886125,11.134416,7
1.0746307,12.65667,8.661493,18
2.445623,12.1081,10.749946,-1
0.83379287,12.649515,9.327184,-1
2.257047,11.76204,8.694088,3
2.145774,10.519684,11.452946,2
1.3396832,12.153737,8.260066,18
3.05732,11.814046,9.391053,-1
4.1669974,12.375179,10.168921,0
3.0251262,11.907002,10.805105,7
3.55428,12.020274,10.277095,-1
2.4434953,12.2428465,11.188665,7
2.581913,12.428893,10.9603405,7
1.1074936,12.534178,8.274206,18
2.4763284,10.856038,10.593775,-1
2.2735655,13.685258,9.985493,16
-0.11281528,12.380266,8.965988,-1
0.9078984,12.601415,9.362788,-1
4.206916,12.36462,10.175443,0
4.174921,12.3439,10.154906,0
4.210341,12.369959,10.17018,0
2.1973577,11.085225,8.91417,-1
0.87709296,13.164581,9.386327,5
0.85737395,12.535797,9.422669,-1
2.6053264,12.296768,10.976714,7
1.1738183,12.300431,8.0675955,18
2.5475593,12.388029,10.9457245,7
0.34444892,12.222266,8.231671,-1
0.12019043,11.972932,8.196608,-1
1.962728,10.505669,11.455594,2
1.9935066,10.559193,11.425365,2
2.0853057,14.103348,8.810353,15
3.3987231,12.59872,9.026918,4
2.6142454,11.916687,7.9642076,3
2.198985,12.551128,9.281357,-1
1.9155942,14.115326,9.325842,-1
2.0803814,11.731173,8.584145,3
1.7907834,13.9738865,9.469891,-1
0.13455144,12.692076,9.786672,-1
1.603073,11.779108,8.7273445,-1
2.5991929,11.918575,7.9348207,3
2.6573832,11.661158,8.240457,3
1.8352387,14.07553,8.94669,-1
4.1972866,12.371496,10.169465,0
2.1271508,11.710431,8.875198,3
1.3102553,13.084148,8.005269,-1
2.9794266,13.510004,8.549471,9
2.071865,12.07432,8.398353,3
0.82525283,11.018364,9.094257,14
0.7671038,11.070687,9.092752,14
0.11654212,12.855049,9.128271,-1
0.21612254,12.170072,9.227966,-1
1.6405936,13.3926525,8.31391,22
2.9676743,11.6837015,9.404729,-1
0.8753642,13.944842,8.712122,12
3.413802,11.650431,10.764579,7
1.165555,11.970132,9.194031,11
1.5136594,12.5363035,9.853248,-1
0.47944126,12.248083,10.12991,-1
0.6459064,11.717284,8.497313,14
3.1998656,12.064385,10.281856,7
1.5981101,12.683505,8.140581,-1
2.469096,11.916934,8.146412,3
2.956518,13.693196,9.331456,-1
3.5350685,12.543369,9.897421,-1
2.097,12.898684,8.22523,-1
2.3053682,11.950307,8.6846695,3
3.5054307,12.48184,9.077242,4
0.9551197,11.351122,8.069285,10
3.4430528,12.538452,9.068549,4
2.736209,11.702771,8.261546,3
0.9347724,13.37024,7.8005857,21
1.3464166,11.972636,8.206446,18
3.9706447,12.261588,9.800715,0
0.8524031,12.62801,8.169903,-1
2.859857,12.201447,9.765006,6
0.98946404,12.148989,8.282712,18
0.80813867,12.581314,9.215773,-1
1.2953224,12.331761,10.519429,-1
1.1751823,12.658815,8.864402,-1
0.112720296,13.020833,8.585153,-1
0.0076785353,12.350246,9.464796,19
0.81363565,13.319372,9.412595,5
2.2283375,12.33352,11.220233,7
