x,y,z,labels
2.9381635,11.150835,8.482172,1
2.6513503,12.237714,9.705707,-1
3.489226,12.292001,9.60956,-1
0.11981584,12.331417,8.426047,19
2.0564024,14.08843,8.709785,15
3.004987,11.802484,9.43823,-1
0.93635106,13.177079,7.7176037,21
2.7340243,11.657135,8.280504,3
2.6262286,12.107334,10.056633,-1
2.0262432,10.801766,10.948241,2
-0.14919138,12.448594,9.35835,19
3.2280946,12.5392475,9.274358,4
2.006496,13.512007,8.688427,-1
1.9869369,13.46244,8.7730055,-1
0.8173733,13.541988,8.375058,-1
1.8118552,13.245367,8.3948345,-1
1.7648829,13.186083,8.327741,-1
0.97352314,12.8278055,10.144151,-1
1.2552913,12.528342,9.004346,-1
0.96105385,13.26567,7.685533,21
1.3633116,12.383597,9.013344,8
1.0937253,12.127115,8.094529,18
1.0997313,12.106383,8.126203,18
2.4215586,12.485594,10.772883,7
-0.11776373,11.802716,9.16277,20
2.177343,11.610864,9.008995,3
-0.11173154,12.59625,8.8479395,19
2.822091,11.427492,9.031892,-1
2.5748112,13.519444,9.545042,-1
2.7053595,12.255381,9.758849,6
0.9584792,11.29318,8.037012,10
2.813939,11.643143,8.3527,3
1.7182871,11.633132,8.812788,-1
-0.04000873,11.461738,8.653255,20
2.2455862,10.697706,11.223161,2
2.4750159,13.855062,9.464554,16
0.10650975,11.973577,8.211315,-1
2.0185018,12.459873,10.74336,-1
2.2777967,11.720072,8.640448,3
2.2053995,10.53786,11.55999,2
1.8386033,11.0876875,9.229184,-1
0.7883417,13.665683,8.789866,13
2.9838078,13.569154,8.477049,9
0.95556056,13.322963,7.67452,21
0.7387755,11.382234,9.526676,-1
0.7203512,11.368439,9.468877,-1
0.8899943,13.408193,7.80653,21
2.3694098,11.743859,8.339467,3
0.5209488,12.50038,9.450811,-1
2.0078697,10.466628,11.50138,2
2.4506772,12.6680565,8.494823,-1
1.0698261,11.649439,10.013083,-1
0.52051026,11.828849,9.642194,20
3.0151987,14.026241,8.939442,9
0.30373812,11.899791,9.220248,20
1.6823851,11.326978,8.970336,-1
1.8033797,12.15389,9.573667,-1
0.78916496,12.093176,8.361933,18
0.87009823,12.607604,8.738086,18
2.0951834,10.419427,11.590027,2
1.1914425,14.048367,8.520229,12
1.0464702,11.712362,8.358795,-1
1.9972361,10.656078,11.38792,2
2.0919645,13.406868,9.543958,-1
2.9897919,12.497991,10.784965,7
3.0733318,11.722211,10.809983,-1
1.8019065,12.357064,10.485495,-1
1.1054132,13.98902,8.60817,12
2.0776353,10.463517,11.551279,2
2.1447887,13.798023,9.333181,-1
0.41888088,12.063134,9.699736,-1
2.3947983,12.079787,11.139176,7
1.6951767,12.061503,10.985106,7
1.0362756,11.317793,8.060612,10
1.5345968,12.536008,9.221629,8
0.93674463,13.864591,8.470195,-1
2.1386619,10.522038,11.441539,2
3.3371203,11.727716,10.693812,7
1.0649499,11.376199,8.057078,10
2.929286,13.535905,9.191111,-1
-0.066024646,12.78099,8.572285,19
1.1047133,12.00004,9.449302,11
1.0926884,11.943328,9.46522,11
2.611659,11.716999,10.24536,-1
2.3680854,11.718803,10.093796,-1
2.348193,11.814797,8.128196,3
0.95283145,13.227983,7.7073855,21
2.255146,10.711961,11.249776,2
2.4606886,12.047875,7.818449,3
0.6724824,13.685504,8.683274,13
2.1064086,13.690876,8.882499,-1
1.4310133,12.334709,9.300929,-1
-0.1539328,12.349511,8.739469,19
2.3233528,13.70916,8.417075,-1
1.5942868,12.329001,9.519554,-1
2.2605927,12.3416195,11.179362,7
1.1646543,13.997714,8.677769,12
1.5991733,13.269602,7.8531914,-1
2.923316,12.558098,10.762919,7
2.6702442,12.28736,9.757457,6
2.823079,11.029497,8.741575,1
0.780509,13.709127,8.617598,13
2.2022552,12.967296,9.388101,-1
2.4332376,13.271011,9.896163,-1
1.5849932,12.311203,10.813285,-1
1.9324741,13.188672,10.193658,-1
1.790155,11.817129,8.19854,-1
1.5767226,12.645867,8.406397,-1
0.26226988,12.139683,8.701766,17
1.8953854,11.315108,11.257452,-1
2.1268473,10.471734,11.584444,2
1.3366979,10.941758,10.741802,-1
1.7070187,12.78079,9.354201,8
0.8349643,11.897116,8.093497,-1
0.8797975,11.723182,8.040922,-1
1.2718443,13.976619,8.564568,12
0.8759742,11.233476,9.07084,14
1.818823,13.053859,9.452445,8
3.1553247,10.982339,8.396882,1
-0.15945798,12.346473,8.478118,19
2.5196204,10.924006,11.229828,2
2.1343353,11.261812,10.12225,-1
3.0279355,11.26007,9.892862,-1
2.147836,11.65274,9.038665,3
3.0920699,11.426185,10.435744,-1
3.087281,11.403352,10.583935,-1
3.0847034,11.476493,10.620773,7
2.649005,11.509759,9.854744,-1
0.54691994,12.285387,8.989874,-1
2.7606382,13.184153,8.683818,-1
2.013926,10.8801985,9.217805,-1
3.182612,11.447021,10.79105,-1
2.1681592,11.521941,9.720821,3
1.9756314,13.475151,9.653516,-1
2.382684,11.691271,8.234291,3
3.0491242,11.984802,9.137817,-1
2.5342176,11.449371,10.958586,-1
2.1385672,11.592661,9.664171,-1
2.7204697,11.612526,8.280251,3
2.8365316,12.802067,8.783788,-1
0.65391046,12.212041,8.62549,17
0.9741389,12.134756,9.350562,11
0.5140879,11.56739,8.414996,-1
0.9079118,11.861595,9.429698,11
2.608343,11.201511,9.211944,-1
1.1645967,12.059239,8.246791,18
0.7239575,11.192537,9.086268,14
2.138511,10.540125,11.384339,2
2.1644099,11.433938,10.582333,-1
2.5030217,11.190052,9.770811,-1
1.3801717,10.888122,10.812331,-1
1.1443366,13.138792,8.214683,22
-0.016084757,11.443873,8.893336,20
1.8917769,13.129897,9.217598,-1
2.6299295,12.403569,9.237382,-1
1.9442086,11.261261,10.908244,-1
0.44590527,11.443441,8.496195,-1
1.4184881,11.564519,8.285249,10
1.7852571,13.050982,9.015292,-1
2.4990332,12.188458,10.870003,7
3.0199382,13.681638,9.077241,-1
1.8550109,12.937892,9.753386,8
2.28739,11.54733,9.188862,3
2.6698115,13.4488325,8.408876,9
1.7329488,11.580258,8.814335,-1
2.512025,11.1187,9.733682,-1
1.7225509,13.312186,10.393267,-1
1.169288,12.876285,8.273349,-1
1.9734094,10.997607,8.815687,-1
1.5430063,11.492342,10.117025,-1
3.0014534,12.313179,10.414205,7
1.9216675,11.207697,10.637618,-1
0.87378,12.601224,8.7814865,18
1.9634912,10.761692,10.941071,2
3.2407792,12.076248,10.405284,7
1.7889249,13.669458,10.603322,-1
2.4891171,14.267351,9.269878,-1
0.60059637,11.445938,9.4077,-1
0.25408426,12.805259,9.084248,-1
1.7903761,11.209021,8.43904,-1
1.2152302,13.879137,8.764776,12
-0.08148833,11.458849,8.731064,20
-0.08856995,11.471448,8.7392025,20
0.5967635,11.830268,9.23934,20
1.1294783,11.870941,9.417479,11
2.0400681,14.119208,8.936303,15
0.6994206,13.16565,9.728343,5
2.0102637,14.157959,8.996833,15
2.1046362,13.615927,9.5965185,16
3.6154008,11.760799,10.6615925,-1
0.47438312,11.799688,9.492275,20
2.439213,12.954846,10.569109,-1
0.31898877,12.032332,9.558235,20
3.1118932,11.612777,10.838207,7
1.8156284,14.091033,9.269915,-1
2.892381,11.744158,8.636678,3
2.3580039,12.188989,10.37132,-1
2.329207,12.773061,8.226888,-1
-0.112338,11.770392,9.125707,20
0.53140765,11.460757,8.327223,-1
0.9718224,13.284525,8.02965,-1
0.6038612,13.874742,8.742935,-1
2.354586,12.160807,11.1609125,7
-0.11734532,12.827983,8.581217,19
2.7033768,11.648793,8.227043,3
-0.16513312,12.30326,9.149753,-1
0.59810764,12.549563,8.321502,-1
0.70002156,11.803129,8.197693,-1
2.7318833,11.619349,8.26032,3
1.7183533,14.055628,9.197988,-1
2.0575924,11.705789,11.244431,7
1.6994679,13.040426,9.42975,8
1.3935494,13.456388,8.084393,22
-0.082553275,12.163411,9.38385,-1
-0.14584917,11.547215,8.825236,20
0.56768745,11.778222,8.515301,14
2.3527389,12.541637,10.535125,7
1.3441932,13.3862,7.9205484,22
2.1102483,10.679889,11.352766,2
1.3324072,13.225797,7.7564616,22
1.7645708,13.689133,10.529379,-1
2.4864287,11.739101,8.131696,3
0.87329406,11.69509,8.708503,-1
0.9775202,11.735044,8.711417,-1
1.2336626,12.388713,8.300386,18
1.3675047,11.686615,9.688627,-1
0.83247787,11.140488,9.149679,14
0.8885864,13.001508,9.557654,5
2.8820105,12.504079,9.138418,-1
2.3424687,11.955735,11.196155,7
2.4066167,14.202351,9.234729,-1
0.7329748,11.948334,8.61941,-1
0.84791416,12.710257,10.284448,-1
1.1281796,11.247375,8.95888,-1
-0.15991199,12.361593,9.024474,-1
1.082417,12.365393,9.77757,-1
0.34178376,11.912914,9.494877,20
3.4740193,12.4173155,9.130588,4
1.2405926,13.99117,8.743247,12
-0.32310805,11.9790325,8.710079,-1
2.3329792,13.864329,9.761794,16
3.0031474,14.029692,8.901648,9
2.1814344,10.529342,11.511864,2
-0.21490867,11.855338,8.772356,19
0.69701385,12.613346,9.237253,-1
1.8135093,13.558682,8.86394,-1
0.6782477,12.333509,8.606409,17
1.178992,12.222998,9.565996,11
1.146836,12.281634,9.612892,11
2.8617806,14.197905,8.786745,9
0.43932688,13.227021,8.690753,-1
0.20797743,12.444077,8.481338,19
-0.06958363,12.834079,8.588694,19
1.1641198,12.705528,8.493767,-1
2.3648202,12.860415,10.814956,-1
2.5828261,11.953516,7.89462,3
2.5372229,12.408493,11.108875,7
2.3699672,14.560338,9.386745,-1
1.0237758,12.692021,8.682928,18
-0.13508575,11.548007,8.813558,20
0.8338421,13.602033,8.849526,-1
0.44057867,12.394783,9.66391,-1
-0.02991541,12.681726,9.183845,-1
0.50327235,13.011556,9.186096,-1
2.3471382,11.951445,8.578904,3
2.3277085,12.027905,8.646306,3
1.2657175,11.972162,8.989167,-1
-0.3270384,12.091593,8.604,19
0.76325035,11.748903,9.589586,-1
2.2857943,11.76959,9.15318,3
2.4111938,14.69884,9.424107,-1
1.7944313,13.667737,10.609152,-1
2.4101546,14.693291,9.423362,-1
1.7852168,13.663758,10.629836,-1
2.40975,14.693019,9.42455,-1
2.1588292,13.814864,9.804271,16
2.4093454,14.691201,9.422456,-1
2.1006496,13.723139,9.794934,16
1.8583381,13.631286,10.645445,-1
2.1498902,10.536577,11.44016,2
2.2044213,11.573185,9.112859,3
0.4744525,13.501164,8.99847,-1
1.7357235,13.874043,8.471666,-1
1.1500167,11.294868,9.469492,-1
3.0459268,12.391191,10.268207,7
0.6373232,11.789197,8.833775,14
2.8141298,10.969745,8.707729,1
1.3252825,13.250501,8.077748,22
1.7464926,11.217851,10.399587,-1
2.3346124,11.504453,9.244907,3
2.818763,14.184341,8.868459,9
1.5807388,13.3215065,10.4672365,-1
2.882683,12.176684,9.955012,6
2.4181917,10.703761,11.383237,2
2.3156862,13.359372,9.115606,-1
2.317925,13.031475,9.273165,-1
2.3210917,13.108706,9.195633,-1
1.7736391,12.682298,9.31601,-1
1.4005809,12.201746,10.850862,-1
0.6263925,11.75448,9.654578,-1
2.3146522,11.729361,11.34314,7
0.25225517,12.050804,8.573331,-1
0.3335483,12.696647,9.463717,-1
1.0447826,12.365867,8.351256,18
2.4264588,12.567994,9.213953,-1
0.90452933,11.948409,10.001938,-1
1.2162789,12.914315,8.224253,-1
2.0351534,12.335519,10.894511,7
1.7386961,13.2550955,10.401979,-1
3.5391884,12.452653,9.096783,4
1.4247056,13.0506935,9.330015,-1
1.1630154,13.056914,7.6954036,-1
0.31915918,12.301328,8.298444,-1
1.1638991,13.54089,8.649129,-1
2.1143863,10.926386,11.329173,2
-0.08923243,12.501198,8.423311,19
1.2824031,13.3993225,8.393458,-1
2.22898,13.907453,9.613061,16
4.188424,12.349598,10.1405525,0
1.3425732,11.231835,9.4318285,-1
2.2367086,12.151684,11.186643,7
2.3697019,14.064219,9.598372,-1
1.1011026,12.024973,9.347417,11
2.8649645,12.3992405,9.703583,6
1.2885908,13.249797,8.096964,22
1.7717681,11.956316,9.563312,-1
3.4716082,11.696628,10.769679,-1
2.6579676,11.748206,8.397045,3
1.6737201,11.945359,11.063336,-1
2.153037,14.166371,8.825695,-1
1.0706693,13.137731,8.201193,-1
1.3413898,11.748491,8.409873,-1
0.37816212,11.830944,9.184104,20
3.3360522,12.143109,10.29745,7
0.47394028,11.523486,8.852335,-1
2.8186326,11.222181,8.786787,1
2.4311976,14.049208,9.540961,16
0.55239856,12.242185,8.686004,17
2.172329,13.781622,10.0228815,16
2.675525,12.079889,8.296187,3
0.95136046,12.157318,8.379972,18
0.7435228,12.070625,8.757805,14
0.67069465,13.372204,8.863121,13
2.8707063,12.216468,10.590926,7
2.9431806,11.924883,9.77442,-1
2.678175,12.072504,10.187226,-1
2.464241,11.931926,11.155466,7
0.4078494,12.535404,9.764108,-1
2.7511544,12.3391,10.83867,7
2.8247097,13.775282,8.643974,9
1.0530719,11.557167,10.066811,-1
2.962007,12.419006,10.564603,7
2.1781607,12.167202,11.173212,7
3.5160992,12.002003,10.348624,-1
2.6601179,12.457388,10.834043,7
0.012806467,11.458418,9.014186,20
2.2236342,10.521193,11.466006,2
1.6180063,13.262379,7.8548417,-1
1.5483048,13.172735,8.208061,-1
0.54665357,12.130244,9.156318,-1
0.8650345,13.42946,7.799955,21
3.4098213,12.1123495,10.26581,7
0.8281477,11.27822,8.068875,10
1.1125059,11.915809,9.462804,11
1.511205,13.148663,8.203881,-1
0.71011746,11.596276,8.79242,14
0.40287772,11.938349,9.541763,20
2.0851862,12.286447,8.483286,-1
1.5882225,11.844676,8.197692,-1
3.2367368,11.676411,10.375022,-1
2.302002,12.49333,10.745988,7
3.0990698,11.006674,8.428684,1
1.9975668,13.827056,10.019362,-1
1.2783712,11.245751,9.395819,-1
2.0197015,10.689097,11.28444,2
0.9423217,12.870278,8.216733,-1
0.97315943,13.3199625,7.7328463,21
2.9083598,14.120471,8.919709,9
0.57247704,13.801976,8.72635,13
0.8787943,11.242956,9.007031,14
3.5240664,12.377362,9.070798,4
0.4497233,12.807618,9.572882,-1
1.7706336,13.0516815,9.177788,-1
2.508953,11.8560505,8.471233,3
2.4223588,10.656815,11.411919,2
1.292188,13.183414,8.056575,22
2.1547616,10.754712,11.435966,2
3.1670666,13.475538,8.832598,-1
2.9965806,13.972099,9.111082,9
2.3758204,11.7245865,11.2509,7
2.777934,13.234055,8.57433,-1
2.3648622,12.827975,10.67009,-1
2.458852,12.645748,10.547609,-1
3.0372913,12.2709875,10.338102,7
0.5471578,13.569036,8.763286,13
2.7892168,13.058928,8.674071,-1
0.053035375,11.807362,9.253796,20
